"bidirectional_min_ps","bidirectional_mean_ps","bidirectional_stddev_ps","bidirectional_max_ps","bidirectional_min_piat_ms","bidirectional_mean_piat_ms","bidirectional_max_piat_ms","src2dst_min_piat_ms","src2dst_max_piat_ms","src2dst_mean_piat_ms","dst2src_min_piat_ms","dst2src_max_piat_ms","dst2src_mean_piat_ms","bidirectional_ack_packets","silence_windows","src2dst_avg_packet_per_second","dst2src_avg_packet_per_second","std_packet_size_delta","mean_packet_size_delta","first_bit_per_peak","second_bit_per_peak","ps_0","ps_1","ps_2","ps_3","ps_4","ps_5","ps_6","ps_7","ps_8","ps_9","ps_10","ps_11","ps_12","ps_13","ps_14","ps_15","ps_16","ps_17","ps_18","ps_19","ps_20","ps_21","ps_22","ps_23","ps_24","ps_25","ps_26","ps_27","ps_28","ps_29","beacon_0","beacon_1","beacon_2","beacon_3","beacon_4","beacon_5","beacon_6","beacon_7","beacon_8","beacon_9","beacon_10","beacon_11","beacon_12","beacon_13","beacon_14","beacon_15","beacon_16","beacon_17","beacon_18","beacon_19","window_delta_0","window_delta_1","window_delta_2","window_delta_3","window_delta_4","window_delta_5","window_delta_6","window_delta_7","window_delta_8","window_delta_9","window_delta_10","window_delta_11","window_delta_12","window_delta_13","window_delta_14","window_delta_15","window_delta_16","window_delta_17","window_delta_18","window_delta_19","wavelet_0","wavelet_1","wavelet_2","wavelet_3","wavelet_4","wavelet_5","wavelet_6","wavelet_7","wavelet_8","wavelet_9","wavelet_10","wavelet_11","wavelet_12","wavelet_13","wavelet_14","wavelet_15","wavelet_16","wavelet_17","wavelet_18","wavelet_19","main_class","second_class"
60,110.27273,115.56132,410,0,12083.2,74989,0,74989,24166.4,1,74989,30105.75,10,1,20138.66667,24084.6,142.00493,110,0,0,66,-60,60,410,-60,-257,60,-60,60,60,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-899,60,1987,530,60,-60,530,60,-60,530,120,530,-120,530,60,596,60,596,60,596,64240,64240,63515,0,64240,64240,64240,64240,64037,0,0,64239,64240,64240,64037,0,0,64239,64240,64240,2799.17,1192.307,688.126,4222.795,3795.228,1157.106,1192.722,2329.155,2528.329,2568.299,2848.207,3020.57,2797.499,1666.548,3548.4,3433.4,0,0,0,0,"hancitor","dropper"
60,165.86667,256.84094,1023,0,0,0,0,0,0,0,0,0,14,0,0,0,323.54084,226.42857,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,165.86667,256.84094,1023,0,0,0,0,0,0,0,0,0,14,0,0,0,323.54084,226.42857,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,227.63158,295.56071,1023,0,95.5,897,0,897,191,1,897,214.875,18,1,171.9,191,330.19947,353.55556,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,443,-60,923,-60,-411,60,60,-60,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,231.84211,296.28857,1023,0,0,0,0,0,0,0,0,0,18,0,0,0,326.4144,362.44444,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,459,-60,891,-60,-507,60,60,-60,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,110.27273,115.56132,410,0,11482.1,74934,0,74934,22964.2,1,74934,28624.75,10,1,19136.83333,22899.8,142.00493,110,0,0,66,-60,60,410,-60,-257,60,-60,60,60,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-899,60,1987,530,60,-60,530,60,-60,530,120,530,-120,530,60,596,60,596,60,596,64240,64240,63515,0,64240,64240,64240,64240,64037,0,0,64239,64240,64240,64037,0,0,64239,64240,64240,2799.17,1192.307,688.126,4222.795,3795.228,1157.106,1192.722,2329.155,2528.329,2568.299,2848.207,3020.57,2797.499,1666.548,3548.4,3433.4,0,0,0,0,"hancitor","dropper"
60,231,295.62908,1023,0,0,0,0,0,0,0,0,0,18,0,0,0,326.25399,360.66667,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,443,-60,891,-60,-507,60,60,-60,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,165.86667,256.84094,1023,0,107.64286,410,1,410,215.28571,1,410,192.33333,14,2,188.375,164.85714,323.54084,226.42857,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,110.27273,115.56132,410,0,10401,74985,0,74985,20802,0,74986,25945.5,10,1,17335,20756.4,142.00493,110,0,0,66,-60,60,410,-60,-257,60,-60,60,60,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-899,60,1987,530,60,-60,530,60,-60,530,120,530,-120,530,60,596,60,596,60,596,64240,64240,63515,0,64240,64240,64240,64240,64037,0,0,64239,64240,64240,64037,0,0,64239,64240,64240,2799.17,1192.307,688.126,4222.795,3795.228,1157.106,1192.722,2329.155,2528.329,2568.299,2848.207,3020.57,2797.499,1666.548,3548.4,3433.4,0,0,0,0,"hancitor","dropper"
60,110.27273,115.56132,410,0,9612,74994,0,74994,19224,0,74994,23927.75,10,1,16020,19142.2,142.00493,110,0,0,66,-60,60,410,-60,-257,60,-60,60,60,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-899,60,1987,530,60,-60,530,60,-60,530,120,530,-120,530,60,596,60,596,60,596,64240,64240,63515,0,64240,64240,64240,64240,64037,0,0,64239,64240,64240,64037,0,0,64239,64240,64240,2799.17,1192.307,688.126,4222.795,3795.228,1157.106,1192.722,2329.155,2528.329,2568.299,2848.207,3020.57,2797.499,1666.548,3548.4,3433.4,0,0,0,0,"hancitor","dropper"
60,165.86667,256.84094,1023,0,0,0,0,0,0,0,0,0,14,0,0,0,323.54084,226.42857,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,165.86667,256.84094,1023,0,0,0,0,0,0,0,0,0,14,0,0,0,323.54084,226.42857,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,165.86667,256.84094,1023,0,0,0,0,0,0,0,0,0,14,0,0,0,323.54084,226.42857,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,231,295.62908,1023,0,0,0,0,0,0,0,0,0,18,0,0,0,326.25399,360.66667,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,443,-60,891,-60,-507,60,60,-60,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,110.27273,115.56132,410,0,8267.8,74835,0,74836,16535.6,0,74835,20581.75,10,1,13779.66667,16465.4,142.00493,110,0,0,66,-60,60,410,-60,-257,60,-60,60,60,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-899,60,1987,530,60,-60,530,60,-60,530,120,530,-120,530,60,596,60,596,60,596,64240,64240,63515,0,64240,64240,64240,64240,64037,0,0,64239,64240,64240,64037,0,0,64239,64240,64240,2799.17,1192.307,688.126,4222.795,3795.228,1157.106,1192.722,2329.155,2528.329,2568.299,2848.207,3020.57,2797.499,1666.548,3548.4,3433.4,0,0,0,0,"hancitor","dropper"
60,231,295.62908,1023,0,0,0,0,0,0,0,0,0,18,0,0,0,326.25399,360.66667,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,443,-60,891,-60,-507,60,60,-60,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,165.86667,256.84094,1023,0,0,0,0,0,0,0,0,0,14,0,0,0,323.54084,226.42857,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,165.86667,256.84094,1023,0,116.78571,410,1,411,233.57143,1,410,204.83333,14,2,204.375,175.57143,323.54084,226.42857,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,165.86667,256.84094,1023,0,82.35714,318,1,318,164.71429,1,318,145.66667,14,2,144.125,124.85714,323.54084,226.42857,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,231,295.62908,1023,0,0,0,0,0,0,0,0,0,18,0,0,0,326.25399,360.66667,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,443,-60,891,-60,-507,60,60,-60,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,110.27273,115.56132,410,0,6171.6,60720,1,60720,12343.2,1,60721,15361.75,10,2,10286,12289.4,142.00493,110,0,0,66,-60,60,410,-60,-257,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-899,60,1987,530,60,-60,530,60,-60,530,120,530,-120,530,60,596,60,596,60,596,64240,64240,63515,0,64240,64240,64240,64240,64037,0,0,64239,64240,64240,64037,0,0,64239,64240,64240,2799.17,1192.307,688.126,4222.795,3795.228,1157.106,1192.722,2329.155,2528.329,2568.299,2848.207,3020.57,2797.499,1666.548,3548.4,3433.4,0,0,0,0,"hancitor","dropper"
60,231,295.62908,1023,0,88.66667,1059,0,1059,177.33333,1,1059,199.5,18,1,159.6,177.33333,326.25399,360.66667,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,443,-60,891,-60,-507,60,60,-60,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,165.86667,256.84094,1023,0,0,0,0,0,0,0,0,0,14,0,0,0,323.54084,226.42857,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,110.27273,115.56132,410,0,12206.9,74961,1,74961,24413.8,1,74962,30418,10,1,20344.83333,24334.4,142.00493,110,0,0,66,-60,60,410,-60,-257,60,-60,60,60,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-899,60,1987,530,60,-60,530,60,-60,530,120,530,-120,530,60,596,60,596,60,596,64240,64240,63515,0,64240,64240,64240,64240,64037,0,0,64239,64240,64240,64037,0,0,64239,64240,64240,2799.17,1192.307,688.126,4222.795,3795.228,1157.106,1192.722,2329.155,2528.329,2568.299,2848.207,3020.57,2797.499,1666.548,3548.4,3433.4,0,0,0,0,"hancitor","dropper"
60,165.86667,256.84094,1023,0,90.57143,407,0,408,181.14286,1,407,165.16667,14,2,158.5,141.57143,323.54084,226.42857,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,110.27273,115.56132,410,0,7497.4,73949,1,73949,14994.8,1,73949,18652.5,10,2,12495.66667,14922,142.00493,110,0,0,66,-60,60,410,-60,-257,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-899,60,1987,530,60,-60,530,60,-60,530,120,530,-120,530,60,596,60,596,60,596,64240,64240,63515,0,64240,64240,64240,64240,64037,0,0,64239,64240,64240,64037,0,0,64239,64240,64240,2799.17,1192.307,688.126,4222.795,3795.228,1157.106,1192.722,2329.155,2528.329,2568.299,2848.207,3020.57,2797.499,1666.548,3548.4,3433.4,0,0,0,0,"hancitor","dropper"
60,165.86667,256.84094,1023,0,0,0,0,0,0,0,0,0,14,0,0,0,323.54084,226.42857,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,165.86667,256.84094,1023,0,0,0,0,0,0,0,0,0,14,0,0,0,323.54084,226.42857,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,165.86667,256.84094,1023,0,0,0,0,0,0,0,0,0,14,0,0,0,323.54084,226.42857,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,110.27273,115.56132,410,0,12083.5,74980,0,74980,24167,0,74980,30106,10,1,20139.16667,24084.8,142.00493,110,0,0,66,-60,60,410,-60,-257,60,-60,60,60,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-899,60,1987,530,60,-60,530,60,-60,530,120,530,-120,530,60,596,60,596,60,596,64240,64240,63515,0,64240,64240,64240,64240,64037,0,0,64239,64240,64240,64037,0,0,64239,64240,64240,2799.17,1192.307,688.126,4222.795,3795.228,1157.106,1192.722,2329.155,2528.329,2568.299,2848.207,3020.57,2797.499,1666.548,3548.4,3433.4,0,0,0,0,"hancitor","dropper"
60,231,295.62908,1023,0,0,0,0,0,0,0,0,0,18,0,0,0,326.25399,360.66667,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,443,-60,891,-60,-507,60,60,-60,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,165.86667,256.84094,1023,0,0,0,0,0,0,0,0,0,14,0,0,0,323.54084,226.42857,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,231,295.62908,1023,0,0,0,0,0,0,0,0,0,18,0,0,0,326.25399,360.66667,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,443,-60,891,-60,-507,60,60,-60,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,165.86667,256.84094,1023,0,29.5,409,0,409,59,0,409,68.83333,14,1,51.625,59,323.54084,226.42857,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,165.86667,256.84094,1023,0,0,0,0,0,0,0,0,0,14,0,0,0,323.54084,226.42857,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,165.86667,256.84094,1023,0,94.07143,424,1,424,188.14286,1,335,148.66667,14,2,164.625,127.42857,323.54084,226.42857,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,165.86667,256.84094,1023,0,0,0,0,0,0,0,0,0,14,0,0,0,323.54084,226.42857,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
60,110.27273,115.56132,410,0,11755.4,75001,0,75002,23510.8,1,75001,29286,10,1,19592.33333,23428.8,142.00493,110,0,0,66,-60,60,410,-60,-257,60,-60,60,60,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-899,60,1987,530,60,-60,530,60,-60,530,120,530,-120,530,60,596,60,596,60,596,64240,64240,63515,0,64240,64240,64240,64240,64037,0,0,64239,64240,64240,64037,0,0,64239,64240,64240,2799.17,1192.307,688.126,4222.795,3795.228,1157.106,1192.722,2329.155,2528.329,2568.299,2848.207,3020.57,2797.499,1666.548,3548.4,3433.4,0,0,0,0,"hancitor","dropper"
60,165.86667,256.84094,1023,0,0,0,0,0,0,0,0,0,14,0,0,0,323.54084,226.42857,0,0,66,-60,60,242,-60,-1023,60,412,-60,-145,60,60,-60,-60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11948,-11801,-5091,1986,3532,-5091,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,64240,0,0,0,0,0,0,14575.814,35509.941,20041.71,47900.869,39869.064,9448.232,157983.887,459760.841,359950.802,247489.369,57162.601,63871.59,38810.184,16900.318,61182.204,68990.284,0,0,0,0,"hancitor","dropper"
