0,1,2,3,4,5,6,7,8,9,10,class,class2
53.5,180,0,0,0,0,0,0,4325,0,0,chrome,Windows
38,542,0,0,0,0,0,0,2059,0,0,firefox,Linux
16.8,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
15.6,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
107.5,523,0,0,0,0,0,0,2688,0,0,internet explorer,Windows
15.2,-70,0,0,0,0,0,0,4886,0,0,chrome,Windows
15.6,-70,0,0,0,0,0,0,4886,0,0,chrome,Windows
12.5,-291,0,0,0,0,0,0,5120,0,0,chrome,Windows
15.4,-70,0,0,0,0,0,0,4886,0,0,chrome,Windows
54,180,0,0,0,0,0,0,4325,0,0,chrome,Windows
22.25,-1344,0,0,0,0,0,0,4870,0,0,chrome,Linux
20,-1414,0,0,0,0,0,0,4930,0,0,chrome,Linux
75,192,0,0,0,0,0,0,4006,0,0,firefox,Linux
15.2,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
38,1407,0,0,0,0,0,0,2924,0,0,firefox,Linux
38.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
20.5,-766,0,0,0,0,0,0,4983,0,0,firefox,Linux
20.75,-367,0,0,0,0,0,0,5284,0,0,firefox,Linux
19.5,-367,0,0,0,0,0,0,5284,0,0,firefox,Linux
18,-368,0,0,0,0,0,0,5285,0,0,firefox,Linux
18,-368,0,0,0,0,0,0,5285,0,0,firefox,Linux
21.5,-368,0,0,0,0,0,0,5285,0,0,firefox,Linux
20,-766,0,0,0,0,0,0,4983,0,0,firefox,Linux
19.25,-369,0,0,0,0,0,0,5286,0,0,firefox,Linux
15.6,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
14.6,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
15.2,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
22.75,66,0,0,0,0,0,0,4516,0,0,safari,OSX
19,-500,0,0,0,0,0,0,5417,0,0,firefox,Linux
55,180,0,0,0,0,0,0,4325,0,0,chrome,Windows
20,-500,0,0,0,0,0,0,5417,0,0,firefox,Linux
21.75,-1199,0,0,0,0,0,0,5416,0,0,firefox,Linux
19.75,-500,0,0,0,0,0,0,5417,0,0,firefox,Linux
28.33333,328,0,0,0,0,0,0,5679,0,0,firefox,Linux
19.75,-501,0,0,0,0,0,0,5418,0,0,firefox,Linux
27.33333,328,0,0,0,0,0,0,5681,0,0,firefox,Linux
19.25,-379,0,0,0,0,0,0,5296,0,0,firefox,Linux
21,-2114,0,0,0,0,0,0,4983,0,0,firefox,Linux
53.66667,478,0,0,0,0,0,0,1812,0,0,chrome,Linux
37,1414,0,0,0,0,0,0,2931,0,0,firefox,Linux
19.75,-169,0,0,0,0,0,0,5392,0,0,chrome,Linux
15.2,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
17.8,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
15,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
4.75,-1580,0,0,0,0,0,0,5104,0,0,chrome,Linux
13.33333,-173,0,0,0,0,0,0,5005,0,0,chrome,Windows
17,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
57.75,180,0,0,0,0,0,0,4325,0,0,chrome,Windows
53,180,0,0,0,0,0,0,4325,0,0,chrome,Windows
20.5,-1414,0,0,0,0,0,0,4933,0,0,chrome,Linux
14.6,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
15,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
14.4,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
53,180,0,0,0,0,0,0,4325,0,0,chrome,Windows
53.75,180,0,0,0,0,0,0,4325,0,0,chrome,Windows
27.66667,192,0,0,0,0,0,0,4049,0,0,chrome,Linux
12.83333,-290,0,0,0,0,0,0,5122,0,0,chrome,Windows
55,180,0,0,0,0,0,0,4325,0,0,chrome,Windows
13.83333,-293,0,0,0,0,0,0,5122,0,0,chrome,Windows
14,-293,0,0,0,0,0,0,5122,0,0,chrome,Windows
55.25,180,0,0,0,0,0,0,4325,0,0,chrome,Windows
54.75,180,0,0,0,0,0,0,4325,0,0,chrome,Windows
58.25,180,0,0,0,0,0,0,4325,0,0,chrome,Windows
16.4,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
15.2,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
57.75,180,0,0,0,0,0,0,4325,0,0,chrome,Windows
54.25,180,0,0,0,0,0,0,4325,0,0,chrome,Windows
106.5,523,0,0,0,0,0,0,2688,0,0,internet explorer,Windows
18.25,-1723,0,0,0,0,0,0,5216,0,0,firefox,Linux
17.8,-70,0,0,0,0,0,0,4886,0,0,chrome,Windows
25.5,268,0,0,0,0,0,0,5166,0,0,internet explorer,Windows
15.6,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
19.5,-1414,0,0,0,0,0,0,4953,0,0,chrome,Linux
21,-367,0,0,0,0,0,0,5284,0,0,firefox,Linux
17,-70,0,0,0,0,0,0,4886,0,0,chrome,Windows
16.8,-293,0,0,0,0,0,0,5218,0,0,firefox,Windows
54.25,180,0,0,0,0,0,0,4325,0,0,chrome,Windows
15.8,-1414,0,0,0,0,0,0,6527,0,0,chrome,Windows
16.8,-1414,0,0,0,0,0,0,6223,0,0,chrome,Windows
14.8,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
20.4,-70,0,0,0,0,0,0,4886,0,0,chrome,Windows
16,-70,0,0,0,0,0,0,4886,0,0,chrome,Windows
58.25,180,0,0,0,0,0,0,4325,0,0,chrome,Windows
43,119,0,0,0,0,0,0,1591,0,0,firefox,Linux
15.4,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
18.8,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
55.25,54,0,0,0,0,0,0,4199,0,0,chrome,Windows
16.6,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
16.6,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
54.5,180,0,0,0,0,0,0,4325,0,0,chrome,Windows
16.2,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
54,180,0,0,0,0,0,0,4325,0,0,chrome,Windows
58.33333,619,0,0,0,0,0,0,2012,0,0,chrome,Linux
53.25,180,0,0,0,0,0,0,4325,0,0,chrome,Windows
15.6,-354,0,0,0,0,0,0,4493,0,0,internet explorer,Windows
54.5,180,0,0,0,0,0,0,4325,0,0,chrome,Windows
4.25,-1414,0,0,0,0,0,0,4938,0,0,chrome,Linux
54.5,180,0,0,0,0,0,0,4325,0,0,chrome,Windows
15,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
15,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
54.75,180,0,0,0,0,0,0,4325,0,0,chrome,Windows
15.6,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
15.2,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
19.5,-1414,0,0,0,0,0,0,4925,0,0,chrome,Linux
45.5,1408,0,0,0,0,0,0,2925,0,0,firefox,Linux
18.5,-171,0,0,0,0,0,0,5089,0,0,chrome,Linux
19,-293,0,0,0,0,0,0,5218,0,0,firefox,Windows
15.2,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
20.5,-1731,0,0,0,0,0,0,5554,0,0,firefox,Linux
1236,-1414,0,0,0,0,0,0,2257,0,0,chrome,Windows
37.5,528,0,0,0,0,0,0,2009,0,0,firefox,Linux
20,-368,0,0,0,0,0,0,5285,0,0,firefox,Linux
39,1408,0,0,0,0,0,0,2925,0,0,firefox,Linux
21.25,-368,0,0,0,0,0,0,5285,0,0,firefox,Linux
19.5,-368,0,0,0,0,0,0,5285,0,0,firefox,Linux
20,-368,0,0,0,0,0,0,5285,0,0,firefox,Linux
19.75,-369,0,0,0,0,0,0,5286,0,0,firefox,Linux
18.5,-2114,0,0,0,0,0,0,4983,0,0,firefox,Linux
14.8,-70,0,0,0,0,0,0,4886,0,0,chrome,Windows
19.75,-2114,0,0,0,0,0,0,4983,0,0,firefox,Linux
19.25,-369,0,0,0,0,0,0,5286,0,0,firefox,Linux
20.5,-369,0,0,0,0,0,0,5286,0,0,firefox,Linux
19,-495,0,0,0,0,0,0,5412,0,0,firefox,Linux
20.5,-495,0,0,0,0,0,0,5412,0,0,firefox,Linux
25.66667,328,0,0,0,0,0,0,5674,0,0,firefox,Linux
15.8,54,0,0,0,0,0,0,4485,0,0,internet explorer,Windows
19.5,-500,0,0,0,0,0,0,5417,0,0,firefox,Linux
20,-500,0,0,0,0,0,0,5417,0,0,firefox,Linux
18,-1731,0,0,0,0,0,0,5554,0,0,firefox,Linux
19.75,-501,0,0,0,0,0,0,5418,0,0,firefox,Linux
20.25,-499,0,0,0,0,0,0,5416,0,0,firefox,Linux
20,-501,0,0,0,0,0,0,5418,0,0,firefox,Linux
19.5,-500,0,0,0,0,0,0,5417,0,0,firefox,Linux
19.25,-2549,0,0,0,0,0,0,5418,0,0,firefox,Linux
18.5,-500,0,0,0,0,0,0,5417,0,0,firefox,Linux
36.33333,328,0,0,0,0,0,0,5681,0,0,firefox,Linux
18.5,-378,0,0,0,0,0,0,5295,0,0,firefox,Linux
16.6,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
17.2,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
19.5,-377,0,0,0,0,0,0,5294,0,0,firefox,Linux
18.5,-2114,0,0,0,0,0,0,4983,0,0,firefox,Linux
19.2,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
18,-1175,0,0,0,0,0,0,5311,0,0,chrome,Windows
21,-1414,0,0,0,0,0,0,4925,0,0,firefox,Linux
86.75,-145,0,0,0,0,0,0,4616,0,0,firefox,Windows
15.8,-1414,0,0,0,0,0,0,6527,0,0,chrome,Windows
20.75,-1651,0,0,0,0,0,0,6510,0,0,firefox,Linux
21,-1414,0,0,0,0,0,0,4925,0,0,firefox,Linux
38.5,747,0,0,0,0,0,0,2960,0,0,internet explorer,Windows
16.2,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
17.2,-70,0,0,0,0,0,0,4886,0,0,chrome,Windows
17.2,-232,0,0,0,0,0,0,5217,0,0,firefox,Windows
37,1408,0,0,0,0,0,0,2925,0,0,firefox,Linux
3.6,-397,0,0,0,0,0,0,5183,0,0,chrome,Windows
41.5,1406,0,0,0,0,0,0,2923,0,0,firefox,Linux
20.25,-1414,0,0,0,0,0,0,4925,0,0,chrome,Linux
24.2,-70,0,0,0,0,0,0,4883,0,0,chrome,Windows
16.4,-658,0,0,0,0,0,0,4854,0,0,safari,Linux
15.6,-658,0,0,0,0,0,0,4854,0,0,safari,OSX
55.66667,0,0,0,0,0,0,0,2753,0,0,internet explorer,Windows
16.8,-293,0,0,0,0,0,0,5218,0,0,firefox,Windows
20.75,-1466,0,0,0,0,0,0,4983,0,0,firefox,Linux
127.33333,54,0,0,0,0,0,0,2884,0,0,internet explorer,Windows
18.75,-1414,0,0,0,0,0,0,4925,0,0,chrome,Linux
19.75,-2415,0,0,0,0,0,0,5284,0,0,firefox,Linux
19.5,-368,0,0,0,0,0,0,5285,0,0,firefox,Linux
18,-368,0,0,0,0,0,0,5285,0,0,firefox,Linux
20.5,-2417,0,0,0,0,0,0,5286,0,0,firefox,Linux
23,192,0,0,0,0,0,0,5218,0,0,chrome,Linux
39,1406,0,0,0,0,0,0,2923,0,0,firefox,Linux
38.5,1406,0,0,0,0,0,0,2923,0,0,firefox,Linux
38,1414,0,0,0,0,0,0,2931,0,0,firefox,Linux
19.5,-377,0,0,0,0,0,0,5294,0,0,firefox,Linux
21,-2114,0,0,0,0,0,0,4983,0,0,firefox,Linux
20.5,-379,0,0,0,0,0,0,5296,0,0,firefox,Linux
20,-1466,0,0,0,0,0,0,4987,0,0,firefox,Linux
42,1406,0,0,0,0,0,0,2923,0,0,firefox,Linux
19.25,180,0,0,0,0,0,0,3951,0,0,chrome,Windows
41.5,1406,0,0,0,0,0,0,2923,0,0,firefox,Linux
24,-298,0,0,0,0,0,0,5216,0,0,chrome,Linux
38.5,1414,0,0,0,0,0,0,2931,0,0,firefox,Linux
15.6,-70,0,0,0,0,0,0,4886,0,0,chrome,Windows
19.75,-1414,0,0,0,0,0,0,5237,0,0,chrome,Linux
55,-60,0,0,0,0,0,0,2273,0,0,internet explorer,Windows
37,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
15.6,-658,0,0,0,0,0,0,4854,0,0,safari,OSX
21,66,0,0,0,0,0,0,4459,0,0,safari,Linux
19.75,-1414,0,0,0,0,0,0,4193,0,0,internet explorer,Windows
18.5,-496,0,0,0,0,0,0,5413,0,0,firefox,Linux
20,-1466,0,0,0,0,0,0,4984,0,0,chrome,Linux
25,-171,0,0,0,0,0,0,5089,0,0,chrome,Linux
18.75,-1466,0,0,0,0,0,0,4984,0,0,chrome,Linux
19.25,-1466,0,0,0,0,0,0,4984,0,0,chrome,Linux
18.75,-1466,0,0,0,0,0,0,4984,0,0,chrome,Linux
49,1406,0,0,0,0,0,0,2923,0,0,firefox,Linux
39.5,1414,0,0,0,0,0,0,2931,0,0,firefox,Linux
20.25,-1466,0,0,0,0,0,0,4984,0,0,chrome,Linux
19,180,0,0,0,0,0,0,3951,0,0,chrome,Windows
28.25,54,0,0,0,0,0,0,4952,0,0,chrome,Windows
44.5,1408,0,0,0,0,0,0,2925,0,0,firefox,Linux
20,180,0,0,0,0,0,0,3951,0,0,chrome,Windows
19,-495,0,0,0,0,0,0,5412,0,0,firefox,Linux
18.75,-1414,0,0,0,0,0,0,4953,0,0,chrome,Linux
18.5,-500,0,0,0,0,0,0,5417,0,0,firefox,Linux
18.75,-500,0,0,0,0,0,0,5417,0,0,firefox,Linux
19.25,-500,0,0,0,0,0,0,5417,0,0,firefox,Linux
20.75,-500,0,0,0,0,0,0,5417,0,0,firefox,Linux
19,-500,0,0,0,0,0,0,5417,0,0,firefox,Linux
18.75,-501,0,0,0,0,0,0,5418,0,0,firefox,Linux
28.5,-499,0,0,0,0,0,0,5416,0,0,firefox,Linux
19,-2114,0,0,0,0,0,0,4983,0,0,firefox,Linux
20.75,-501,0,0,0,0,0,0,5418,0,0,firefox,Linux
19.75,-377,0,0,0,0,0,0,5294,0,0,firefox,Linux
19.75,-1414,0,0,0,0,0,0,4925,0,0,firefox,Linux
24.25,-1466,0,0,0,0,0,0,4993,0,0,firefox,Linux
19.75,-1414,0,0,0,0,0,0,4925,0,0,firefox,Linux
30,104,0,0,0,0,0,0,1566,0,0,firefox,Windows
18.75,-1414,0,0,0,0,0,0,4925,0,0,firefox,Linux
72,-1847,0,0,0,0,0,0,4389,0,0,chrome,Linux
18.5,-1414,0,0,0,0,0,0,4925,0,0,firefox,Linux
28,192,0,0,0,0,0,0,4049,0,0,chrome,Linux
15.4,-294,0,0,0,0,0,0,5219,0,0,firefox,Windows
18.2,-292,0,0,0,0,0,0,5217,0,0,firefox,Windows
19.25,180,0,0,0,0,0,0,3951,0,0,chrome,Windows
45.25,-60,0,0,0,0,0,0,1522,0,0,firefox,Windows
63.66667,1067,0,0,0,0,0,0,1151,0,0,internet explorer,Windows
40.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
42,116,0,0,0,0,0,0,4152,0,0,chrome,Linux
16.4,-657,0,0,0,0,0,0,4853,0,0,safari,OSX
17.8,-657,0,0,0,0,0,0,4853,0,0,safari,OSX
18,-657,0,0,0,0,0,0,4853,0,0,safari,OSX
66.66667,1163,0,0,0,0,0,0,2314,0,0,internet explorer,Windows
15.2,-658,0,0,0,0,0,0,4854,0,0,safari,OSX
15.6,-658,0,0,0,0,0,0,4854,0,0,safari,OSX
18.5,180,0,0,0,0,0,0,3951,0,0,chrome,Windows
21.5,180,0,0,0,0,0,0,3951,0,0,chrome,Windows
19.5,180,0,0,0,0,0,0,3951,0,0,chrome,Windows
18,-1466,0,0,0,0,0,0,4983,0,0,firefox,Linux
25,54,0,0,0,0,0,0,4952,0,0,chrome,Windows
42,1414,0,0,0,0,0,0,2931,0,0,firefox,Linux
24.33333,192,0,0,0,0,0,0,5680,0,0,chrome,Linux
57.66667,54,0,0,0,0,0,0,4831,0,0,chrome,Windows
77,192,0,0,0,0,0,0,4426,0,0,chrome,Linux
73.66667,192,0,0,0,0,0,0,4426,0,0,chrome,Linux
18.5,180,0,0,0,0,0,0,3951,0,0,chrome,Windows
18.5,-2114,0,0,0,0,0,0,4983,0,0,firefox,Linux
20.25,-495,0,0,0,0,0,0,5412,0,0,firefox,Linux
18.75,-495,0,0,0,0,0,0,5412,0,0,firefox,Linux
18.5,-495,0,0,0,0,0,0,5412,0,0,firefox,Linux
20.75,-2114,0,0,0,0,0,0,4983,0,0,firefox,Linux
30,192,0,0,0,0,0,0,4502,0,0,chrome,Linux
19,-500,0,0,0,0,0,0,5417,0,0,firefox,Linux
18.75,-500,0,0,0,0,0,0,5417,0,0,firefox,Linux
39,1414,0,0,0,0,0,0,2931,0,0,firefox,Linux
16.2,-742,0,0,0,0,0,0,4878,0,0,chrome,Windows
18.75,180,0,0,0,0,0,0,3951,0,0,chrome,Windows
19,54,0,0,0,0,0,0,4259,0,0,internet explorer,Windows
39,1406,0,0,0,0,0,0,2923,0,0,firefox,Linux
19.75,-1414,0,0,0,0,0,0,6273,0,0,firefox,Linux
19.5,-1723,0,0,0,0,0,0,5216,0,0,firefox,Linux
20.25,66,0,0,0,0,0,0,4459,0,0,safari,Linux
19,-1466,0,0,0,0,0,0,4984,0,0,chrome,Linux
19.5,-1466,0,0,0,0,0,0,4984,0,0,chrome,Linux
21.25,-1466,0,0,0,0,0,0,4984,0,0,chrome,Linux
26.66667,192,0,0,0,0,0,0,4049,0,0,chrome,Linux
27,192,0,0,0,0,0,0,4049,0,0,chrome,Linux
29,192,0,0,0,0,0,0,4049,0,0,chrome,Linux
42.5,1406,0,0,0,0,0,0,2923,0,0,firefox,Linux
16.4,-658,0,0,0,0,0,0,4854,0,0,safari,OSX
29.33333,192,0,0,0,0,0,0,4049,0,0,chrome,Linux
18.75,66,0,0,0,0,0,0,4854,0,0,safari,OSX
33.33333,192,0,0,0,0,0,0,4049,0,0,chrome,Linux
21,-657,0,0,0,0,0,0,4853,0,0,safari,OSX
17.8,-657,0,0,0,0,0,0,4853,0,0,safari,OSX
17.6,-658,0,0,0,0,0,0,4854,0,0,safari,OSX
16.6,-658,0,0,0,0,0,0,4854,0,0,safari,OSX
17.8,-659,0,0,0,0,0,0,4855,0,0,safari,OSX
74,192,0,0,0,0,0,0,4426,0,0,chrome,Linux
18,-1466,0,0,0,0,0,0,4983,0,0,firefox,Linux
74,192,0,0,0,0,0,0,4426,0,0,chrome,Linux
18.5,-1466,0,0,0,0,0,0,4983,0,0,firefox,Linux
43,158,0,0,0,0,0,0,1714,0,0,chrome,Linux
37,1406,0,0,0,0,0,0,2923,0,0,firefox,Linux
31,-102,0,0,0,0,0,0,4799,0,0,chrome,Windows
65.66667,54,0,0,0,0,0,0,4831,0,0,chrome,Windows
37,1406,0,0,0,0,0,0,2923,0,0,firefox,Linux
39.5,1408,0,0,0,0,0,0,2925,0,0,firefox,Linux
18.4,-292,0,0,0,0,0,0,5221,0,0,firefox,Windows
21.5,-2114,0,0,0,0,0,0,4983,0,0,firefox,Linux
21.25,-502,0,0,0,0,0,0,5419,0,0,firefox,Linux
55.66667,66,0,0,0,0,0,0,5161,0,0,chrome,Linux
21.75,-2114,0,0,0,0,0,0,4983,0,0,firefox,Linux
39.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
31.25,-1466,0,0,0,0,0,0,4984,0,0,chrome,Linux
41.5,558,0,0,0,0,0,0,2075,0,0,firefox,Linux
19.75,180,0,0,0,0,0,0,4094,0,0,chrome,Windows
20.75,-495,0,0,0,0,0,0,5408,0,0,firefox,Linux
20.5,-1719,0,0,0,0,0,0,5240,0,0,chrome,Linux
14.5,-243,0,0,0,0,0,0,6716,0,0,firefox,Windows
20.5,180,0,0,0,0,0,0,4094,0,0,chrome,Windows
19.75,180,0,0,0,0,0,0,3951,0,0,chrome,Windows
41,1414,0,0,0,0,0,0,2931,0,0,firefox,Linux
15.4,-657,0,0,0,0,0,0,4853,0,0,safari,OSX
16.2,-657,0,0,0,0,0,0,4853,0,0,safari,OSX
18,-657,0,0,0,0,0,0,4853,0,0,safari,OSX
37.5,1414,0,0,0,0,0,0,2931,0,0,firefox,Linux
16.8,-658,0,0,0,0,0,0,4854,0,0,safari,OSX
15.6,-658,0,0,0,0,0,0,4854,0,0,safari,OSX
15.6,-659,0,0,0,0,0,0,4855,0,0,safari,OSX
3647,-1078,0,0,0,0,0,0,2093,0,0,chrome,Windows
40,96,0,0,0,0,0,0,2213,0,0,chrome,Windows
20.25,-1466,0,0,0,0,0,0,4983,0,0,firefox,Linux
17.2,54,0,0,0,0,0,0,4889,0,0,chrome,Windows
3.4,54,0,0,0,0,0,0,5183,0,0,internet explorer,Windows
19,54,0,0,0,0,0,0,4259,0,0,internet explorer,Windows
37,1414,0,0,0,0,0,0,2931,0,0,firefox,Linux
71.66667,192,0,0,0,0,0,0,4426,0,0,chrome,Linux
20.75,-369,0,0,0,0,0,0,5286,0,0,firefox,Linux
18.5,-766,0,0,0,0,0,0,4983,0,0,firefox,Linux
22.75,180,0,0,0,0,0,0,3948,0,0,chrome,Windows
36.5,1406,0,0,0,0,0,0,2923,0,0,firefox,Linux
39.5,1406,0,0,0,0,0,0,2923,0,0,firefox,Linux
22.25,-169,0,0,0,0,0,0,5392,0,0,chrome,Linux
21.25,180,0,0,0,0,0,0,4091,0,0,chrome,Windows
15,-1414,0,0,0,0,0,0,6214,0,0,internet explorer,Windows
20,180,0,0,0,0,0,0,4094,0,0,chrome,Windows
19.5,-497,0,0,0,0,0,0,5410,0,0,firefox,Linux
20.5,180,0,0,0,0,0,0,4091,0,0,chrome,Windows
18.75,180,0,0,0,0,0,0,4094,0,0,chrome,Windows
20.5,180,0,0,0,0,0,0,4094,0,0,chrome,Windows
19.75,66,0,0,0,0,0,0,3943,0,0,safari,Linux
20.75,-1466,0,0,0,0,0,0,4984,0,0,chrome,Linux
37,1406,0,0,0,0,0,0,2923,0,0,firefox,Linux
18.75,-1466,0,0,0,0,0,0,4984,0,0,chrome,Linux
19.25,-1466,0,0,0,0,0,0,4984,0,0,chrome,Linux
21.75,180,0,0,0,0,0,0,4094,0,0,chrome,Windows
22,180,0,0,0,0,0,0,4094,0,0,chrome,Windows
39,1408,0,0,0,0,0,0,2925,0,0,firefox,Linux
18.75,180,0,0,0,0,0,0,4094,0,0,chrome,Windows
15.4,-659,0,0,0,0,0,0,4855,0,0,safari,OSX
20.75,66,0,0,0,0,0,0,4855,0,0,safari,OSX
19.75,-1414,0,0,0,0,0,0,4953,0,0,chrome,Linux
18.75,-1414,0,0,0,0,0,0,4837,0,0,chrome,Windows
29.25,-1414,0,0,0,0,0,0,4837,0,0,chrome,Windows
30.25,-1414,0,0,0,0,0,0,4837,0,0,chrome,Windows
20.75,-1414,0,0,0,0,0,0,4837,0,0,chrome,Windows
18,-657,0,0,0,0,0,0,4853,0,0,safari,OSX
16.4,-1026,0,0,0,0,0,0,5223,0,0,firefox,Windows
15.2,-658,0,0,0,0,0,0,4854,0,0,safari,OSX
16.8,-659,0,0,0,0,0,0,4855,0,0,safari,OSX
16.8,-659,0,0,0,0,0,0,4855,0,0,safari,OSX
17.4,-659,0,0,0,0,0,0,4855,0,0,safari,OSX
16.8,-659,0,0,0,0,0,0,4855,0,0,safari,OSX
18.5,-1414,0,0,0,0,0,0,4837,0,0,chrome,Windows
21.5,-1414,0,0,0,0,0,0,4837,0,0,chrome,Windows
76,192,0,0,0,0,0,0,4426,0,0,chrome,Linux
21.5,-1414,0,0,0,0,0,0,4837,0,0,chrome,Windows
18.75,-1466,0,0,0,0,0,0,4983,0,0,firefox,Linux
18.5,-1466,0,0,0,0,0,0,4983,0,0,firefox,Linux
21,-1466,0,0,0,0,0,0,4983,0,0,firefox,Linux
19.5,-1466,0,0,0,0,0,0,4983,0,0,firefox,Linux
24.5,-298,0,0,0,0,0,0,5219,0,0,chrome,Linux
53.33333,-66,0,0,0,0,0,0,1731,0,0,firefox,Linux
13.33333,-243,0,0,0,0,0,0,6436,0,0,firefox,Windows
14,-243,0,0,0,0,0,0,6436,0,0,firefox,Windows
71.33333,192,0,0,0,0,0,0,4426,0,0,chrome,Linux
39.5,1406,0,0,0,0,0,0,2923,0,0,firefox,Linux
18.75,-766,0,0,0,0,0,0,4983,0,0,firefox,Linux
20.5,-766,0,0,0,0,0,0,4983,0,0,firefox,Linux
18.75,180,0,0,0,0,0,0,4094,0,0,chrome,Windows
38.5,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
19,180,0,0,0,0,0,0,4094,0,0,chrome,Windows
19.5,180,0,0,0,0,0,0,4094,0,0,chrome,Windows
19.5,180,0,0,0,0,0,0,4094,0,0,chrome,Windows
3.8,54,0,0,0,0,0,0,5183,0,0,firefox,Windows
21.25,-168,0,0,0,0,0,0,5391,0,0,chrome,Linux
19.5,-1414,0,0,0,0,0,0,4933,0,0,chrome,Linux
23.66667,192,0,0,0,0,0,0,6267,0,0,firefox,Linux
17.25,-1723,0,0,0,0,0,0,5242,0,0,chrome,Linux
56,66,0,0,0,0,0,0,5161,0,0,chrome,Linux
38,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
18.5,180,0,0,0,0,0,0,4094,0,0,chrome,Windows
20,180,0,0,0,0,0,0,4094,0,0,chrome,Windows
43,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
15.2,-657,0,0,0,0,0,0,4853,0,0,safari,Linux
18.8,-658,0,0,0,0,0,0,4854,0,0,safari,OSX
23.75,-141,0,0,0,0,0,0,4583,0,0,safari,OSX
37.25,180,0,0,0,0,0,0,4258,0,0,firefox,Windows
38.5,158,0,0,0,0,0,0,1545,0,0,chrome,Linux
38.5,1406,0,0,0,0,0,0,2923,0,0,firefox,Linux
16.2,-1414,0,0,0,0,0,0,6527,0,0,chrome,Windows
20,66,0,0,0,0,0,0,4520,0,0,safari,OSX
17.6,-657,0,0,0,0,0,0,4853,0,0,safari,OSX
15.4,-658,0,0,0,0,0,0,4854,0,0,safari,Linux
15.6,-659,0,0,0,0,0,0,4855,0,0,safari,OSX
15.6,-659,0,0,0,0,0,0,4855,0,0,safari,OSX
16.8,66,0,0,0,0,0,0,4855,0,0,safari,OSX
3.6,54,0,0,0,0,0,0,5183,0,0,chrome,Windows
16.25,-1414,0,0,0,0,0,0,5237,0,0,chrome,Linux
4,54,0,0,0,0,0,0,5183,0,0,chrome,Windows
21,-369,0,0,0,0,0,0,5290,0,0,firefox,Linux
21.25,-1466,0,0,0,0,0,0,4954,0,0,firefox,Linux
40.5,1414,0,0,0,0,0,0,2931,0,0,firefox,Linux
94,216,0,0,0,0,0,0,4311,0,0,chrome,Linux
18.5,-364,0,0,0,0,0,0,5277,0,0,firefox,Linux
19,-1731,0,0,0,0,0,0,5554,0,0,chrome,Linux
40,158,0,0,0,0,0,0,1675,0,0,firefox,Linux
39.5,1406,0,0,0,0,0,0,2923,0,0,firefox,Linux
15.2,-658,0,0,0,0,0,0,4854,0,0,safari,Linux
16.6,-658,0,0,0,0,0,0,4854,0,0,safari,OSX
17.8,-658,0,0,0,0,0,0,4854,0,0,safari,OSX
15.6,-658,0,0,0,0,0,0,4854,0,0,safari,OSX
16.2,-658,0,0,0,0,0,0,4854,0,0,safari,OSX
18,-658,0,0,0,0,0,0,4854,0,0,safari,OSX
16.6,-658,0,0,0,0,0,0,4854,0,0,safari,OSX
16.2,-659,0,0,0,0,0,0,4855,0,0,safari,OSX
16.6,-659,0,0,0,0,0,0,4855,0,0,safari,OSX
37,1414,0,0,0,0,0,0,2931,0,0,firefox,Linux
