silence_windows,beacon_12,beacon_15,src2dst_max_piat_ms,wavelet_2,wavelet_11,wavelet_1,wavelet_0,window_delta_2,window_delta_6,window_delta_4,mean_packet_size_delta,main_class,second_class
3,0,0,174,24120.54,261349.146,143592.174,0.0,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
2,0,0,354,58623.177,73161.32,85116.838,31928.622,64240,0,64240,366.0,emotet,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,101.6,hancitor,dropper
2,0,0,409,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,100.2,hancitor,dropper
2,0,0,67783,1147.951,3047.968,1795.268,2759.392,62891,64240,64240,112.2,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
2,0,0,693,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,362.44444,emotet,dropper
43,0,0,66706,1960.458,5797.749,4390.653,2273.574,0,0,0,18.0,icedid,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,7179.215,8981.859,3021.798,59872.159,0,0,0,227.04762,qakbot,Obama271
0,0,0,68596,827.428,3253.616,1343.543,2732.592,63347,0,0,115.4,hancitor,dropper
0,0,0,0,93.531,0.0,46089.22,0.0,0,0,0,759.68182,qakbot,Obama271
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,718.04255,hancitor,dropper
0,0,0,74314,1147.951,3047.968,1795.268,2759.392,62891,64240,64240,112.2,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,60,60,0,68536.456,957.617,89693.958,2823.489,516,516,516,244.8,icedid,infostealer
1,0,0,772,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
3,0,0,409,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
5,0,0,464,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,813.15464,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,1960.458,5797.749,4390.653,2273.574,0,0,0,183.66667,icedid,infostealer
3,0,0,434,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,450.43478,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,2.4,hancitor,dropper
2,0,0,308,59472.973,14662.998,80992.884,11983.939,0,0,0,149.15789,icedid,infostealer
0,0,0,0,2090.565,1320.28,1118.174,884.324,0,0,0,105.0,qakbot,Obama271
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
4,0,0,356,59472.973,14662.998,80992.884,11983.939,0,0,0,671.21649,icedid,infostealer
1,0,0,342,7427.034,0.0,847720.621,0.0,0,0,0,871.05155,zloader,dropper
0,0,0,0,162036.817,12449.981,49696.879,0.0,65535,0,0,385.14286,valak,infostealer
0,0,0,0,2090.565,1320.28,1118.174,884.324,0,0,0,5.33333,qakbot,Obama271
0,0,0,0,76945.915,5795.641,101411.779,1766.913,0,0,0,476.84536,hancitor,dropper
8,0,0,60359,76490.47,1539.223,100168.56,3010.901,64,63,63,263.71429,valak,infostealer
0,0,0,0,1960.458,5797.749,4390.653,2273.574,0,0,0,0.0,icedid,infostealer
0,0,0,64834,59870.917,8870.303,138576.392,53437.014,0,0,0,254.0,valak,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
1,0,0,3855,187.061,5078.373,3365.828,0.0,65535,65535,0,291.42857,valak,infostealer
2,0,0,70523,1147.951,3047.968,1795.268,2759.392,62891,64240,64240,112.2,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,360.66667,hancitor,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
0,-754,-646,0,608.227,10432.563,1968.046,1877.036,65535,65535,65535,163.2,valak,infostealer
2,0,0,813,1078433.723,44828.939,151477.829,0.0,65535,0,0,323.33333,zloader,dropper
2,0,0,402,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,-754,-646,0,608.227,10432.563,1968.046,1877.036,65535,65535,65535,163.2,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,100.2,hancitor,dropper
1,0,0,1024,20167.984,49446.678,35682.303,14514.265,64240,0,0,362.33333,hancitor,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
0,0,0,0,2090.565,1320.28,1118.174,884.324,0,0,0,73.0,qakbot,Obama271
1,0,0,888,1078433.723,44828.939,151477.829,0.0,65535,0,0,235.85714,zloader,dropper
0,0,0,0,2540.919,0.0,870868.469,0.0,0,0,0,631.66316,zloader,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
2,0,0,160,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
2,-2320,-2184,79117,145989.565,12123.202,44028.884,57510.142,65535,0,65535,332.54545,qakbot,
0,0,0,1,1912.184,0.0,64348.131,0.0,65535,0,65535,305.14286,valak,infostealer
0,0,0,0,7300.594,748.246,126652.724,0.0,0,0,0,812.10309,valak,infostealer
0,0,0,0,76945.915,5795.641,101411.779,1766.913,0,0,0,101.6,hancitor,dropper
0,0,0,0,614.878,0.0,63577.385,0.0,0,0,0,717.01493,qakbot,Obama271
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
2,0,0,351,58623.177,73161.32,85116.838,31928.622,64240,0,64240,367.77778,emotet,dropper
3,0,0,448,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,447.0,emotet,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
0,-111,-111,0,626.467,1211.806,987.246,334.585,64053,64047,64050,507.7732,icedid,infostealer
0,0,0,0,172888.115,0.0,160931.847,0.0,0,0,0,175.4,hancitor,dropper
1,0,0,817,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,324.6,emotet,dropper
7,0,0,269,0.0,0.0,0.0,91327.0,0,0,0,1133.15464,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
3,0,0,437,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,408.72727,emotet,dropper
0,0,0,0,4585.569,2673.727,15206.537,60157.457,8192,64,8192,240.75,valak,infostealer
2,0,0,368,58623.177,73161.32,85116.838,31928.622,64240,0,64240,366.0,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,100.2,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,100.2,hancitor,dropper
1,0,0,837,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,341.68421,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
4,0,0,104,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
2,0,0,423,23891.909,0.0,178223.436,0.0,64240,0,64240,360.88889,emotet,dropper
1,-120,596,75090,688.126,3020.57,1192.307,2799.17,63515,64240,64240,110.0,hancitor,dropper
2,0,0,732,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
3,0,0,423,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,378.5,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,162036.817,12449.981,49696.879,0.0,65535,0,0,385.42857,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
1,757,757,65004,17322.823,21545.05,30572.814,95262.249,64240,64240,64240,181.0,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
2,0,0,160,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
5,-140,-140,59945,74096.713,1539.223,97040.521,2902.207,258,258,258,263.85714,icedid,infostealer
1,-120,596,74961,688.126,3020.57,1192.307,2799.17,63515,64240,64240,110.0,hancitor,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
2,0,0,8907,0.0,0.0,0.0,99510.0,0,0,0,2.0,icedid,infostealer
1,0,0,587,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,362.44444,emotet,dropper
0,0,0,0,2090.565,1320.28,1118.174,884.324,0,0,0,0.0,qakbot,Obama271
0,0,0,0,2613.665,0.0,6344.162,0.0,64240,64037,64240,142.90909,hancitor,dropper
1,0,0,75170,1147.951,3047.968,1795.268,2759.392,62891,64240,64240,112.2,hancitor,dropper
0,0,0,0,162036.817,12449.981,49696.879,0.0,65535,0,0,388.85714,valak,infostealer
1,-54,-22044,65038,10505.831,352.259,14600.776,193.083,65535,0,65535,135.4,valak,infostealer
0,60,714,0,585.557,3780.759,1942.904,2177.511,65535,1022,65535,138.28571,valak,infostealer
4,-111,-111,59928,626.467,1211.806,987.246,334.585,64053,64047,64050,226.125,icedid,infostealer
0,0,0,0,275917.426,0.0,6570.436,0.0,0,0,0,350.02062,qakbot,
1,-108,635,75050,1961.971,3054.149,726.205,738.793,65535,65535,0,123.2,hancitor,dropper
3,0,0,156,24120.54,261349.146,143592.174,0.0,64240,64240,64240,226.42857,emotet,dropper
1,-120,596,75141,688.126,3020.57,1192.307,2799.17,63515,64240,64240,110.0,hancitor,dropper
0,0,0,0,52537.361,8718.841,81139.389,78244.726,0,0,0,292.96552,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
3,0,0,431,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,449.04348,emotet,dropper
2,-108,588,75004,3473.245,3231.178,2685.501,1967.522,63011,64240,64240,113.8,hancitor,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
1,0,0,658,176404.179,0.0,302360.274,0.0,0,0,0,177.2,hancitor,dropper
2,0,0,78519,2924.971,8062.317,3784.431,1174.01,0,0,0,255.05263,qakbot,
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,362.44444,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
3,0,0,963,1078433.723,44828.939,151477.829,0.0,65535,0,0,711.48454,zloader,dropper
1,0,0,1856,187.061,5078.373,3365.828,0.0,65535,65535,0,283.42857,valak,infostealer
0,0,0,0,24182.893,0.0,42859.156,0.0,64240,0,64240,221.71429,hancitor,dropper
0,0,0,0,187.061,374.123,2600.739,0.0,63155,64240,64240,113.8,hancitor,dropper
1,0,0,844,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,335.77778,emotet,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,360.55556,hancitor,dropper
5,0,0,59956,59870.917,8870.303,138576.392,53437.014,0,0,0,244.5,valak,infostealer
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
5,0,0,489,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,897.13402,emotet,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
3,0,0,408,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
3,0,0,160,24196.75,0.0,134561.006,0.0,64240,0,64240,226.42857,emotet,dropper
0,-140,-140,0,74648.227,1539.223,97761.21,2927.25,514,513,514,261.85714,icedid,infostealer
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,774.21622,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
22,0,0,91929,1960.458,5797.749,4390.653,2273.574,0,0,0,9.1875,icedid,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,226.42857,hancitor,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,934.57732,hancitor,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,123.75,hancitor,dropper
3,0,0,408,24120.54,261349.146,143592.174,0.0,64240,64240,64240,226.42857,emotet,dropper
2,0,0,743,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,371.33333,emotet,dropper
0,60,714,0,585.557,3780.759,1942.904,2177.511,65535,1022,65535,138.85714,valak,infostealer
0,0,0,74641,1147.951,3047.968,1795.268,2759.392,62891,64240,64240,112.2,hancitor,dropper
0,0,0,0,7427.034,0.0,847720.621,0.0,0,0,0,205.5,zloader,dropper
1,0,0,661,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,334.0,emotet,dropper
2,0,0,485,24196.75,0.0,134561.006,0.0,64240,0,64240,329.4,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,-754,-646,94317,608.227,10432.563,1968.046,1877.036,65535,65535,65535,186.6,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
3,0,0,507,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,308.27273,emotet,dropper
1,0,0,314,1503.42,0.0,1177621.29,0.0,0,0,0,144.0,zloader,dropper
3,-2320,-2184,79411,145989.565,12123.202,44028.884,57510.142,65535,0,65535,348.2,qakbot,
1,0,0,806,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,324.6,emotet,dropper
3,0,0,415,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,308.72727,emotet,dropper
2,0,0,75024,827.428,3253.616,1343.543,2732.592,63347,0,0,144.25,hancitor,dropper
0,0,0,0,1960.458,5797.749,4390.653,2273.574,0,0,0,194.18182,icedid,infostealer
3,0,0,463,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,530.83871,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
4,0,0,5952,0.0,0.0,0.0,84784.0,0,0,0,496.74074,qakbot,Obama271
0,710,-17793,0,11378.027,30659.489,15634.392,627.417,65535,65535,1023,183.6,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
1,0,0,669,2540.919,0.0,870868.469,0.0,0,0,0,336.31579,zloader,dropper
3,0,0,408,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
3,0,0,437,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,339.6,emotet,dropper
0,0,0,0,118139.721,10028.574,132654.646,0.0,64240,64240,64240,134.5,hancitor,dropper
1,60,714,61450,585.557,3780.759,1942.904,2177.511,65535,1022,65535,138.85714,valak,infostealer
1,0,0,30384,58913.527,8937.62,89735.313,90927.512,0,0,0,247.0,valak,infostealer
2,0,0,210,93.531,2999.912,350.725,0.0,65535,65535,0,222.5,valak,infostealer
2,0,0,29562,0.0,0.0,84.853,3032.0,0,0,0,428.75,dridex,infostealer
2,0,0,223,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
5,0,0,661,0.0,0.0,143616.216,0.0,0,0,0,528.3299,icedid,infostealer
0,0,0,0,118139.721,10028.574,132654.646,0.0,64240,64240,64240,182.0,hancitor,dropper
2,0,0,1018,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,335.77778,emotet,dropper
5,0,0,510,24120.54,261349.146,143592.174,0.0,64240,64240,64240,951.34021,emotet,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
1,0,0,94,69352.093,96529.173,92753.442,6363.535,0,0,0,100.2,hancitor,dropper
3,0,0,188,24120.54,261349.146,143592.174,0.0,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,-111,-111,0,626.467,1211.806,987.246,334.585,64053,64047,64050,226.125,icedid,infostealer
0,-54,614,0,11490.816,1925.279,15855.074,128.276,65535,0,65535,125.6,valak,infostealer
2,0,0,161,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
2,-108,588,75173,3473.245,3231.178,2685.501,1967.522,63011,64240,64240,113.8,hancitor,dropper
2,0,0,301,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,226.42857,hancitor,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,226.42857,hancitor,dropper
0,0,0,0,195191.734,0.0,142271.299,0.0,0,0,0,342.18557,valak,infostealer
3,0,0,425,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,442.52174,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
1,0,0,0,2090.565,1320.28,1118.174,884.324,0,0,0,16.0,qakbot,Obama271
1,0,0,309,2540.919,0.0,870868.469,0.0,0,0,0,249.5,zloader,dropper
0,0,0,56050,827.525,3386.22,1111.584,469.034,65535,0,0,124.6,hancitor,dropper
2,0,0,916,1078433.723,44828.939,151477.829,0.0,65535,0,0,393.92593,zloader,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
2,0,0,75000,827.428,3253.616,1343.543,2732.592,63347,0,0,115.4,hancitor,dropper
2,-108,588,75119,3473.245,3231.178,2685.501,1967.522,63011,64240,64240,113.8,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
2,0,0,1077,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
1,0,0,1251,93.531,2999.912,350.725,0.0,65535,65535,0,221.25,valak,infostealer
0,710,-17793,0,11378.027,30659.489,15634.392,627.417,65535,65535,1023,303.66667,valak,infostealer
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,360.55556,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
8,0,0,59945,76490.47,1539.223,100168.56,3010.901,64,63,63,263.71429,valak,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,21331,93.531,0.0,74076.506,51288.0,258,256,8192,706.66667,hancitor,dropper
0,60,714,0,585.557,3780.759,1942.904,2177.511,65535,1022,65535,230.57143,valak,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,3012,103.923,0.0,2679.935,0.0,63767,8192,0,2.5,emotet,dropper
2,0,0,643,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,573.82609,emotet,dropper
0,0,0,0,168544.132,0.0,137003.353,0.0,0,0,0,804.72165,qakbot,Obama271
13,0,0,1440,0.0,0.0,150335.144,0.0,0,0,0,257.81443,valak,infostealer
5,-140,-140,59940,74648.227,1539.223,97761.21,2927.25,514,513,514,261.85714,icedid,infostealer
0,0,0,0,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
0,0,0,0,162036.817,12449.981,49696.879,0.0,65535,0,0,384.57143,valak,infostealer
1,0,0,311,1147.951,3047.968,1795.268,2759.392,62891,64240,64240,187.0,hancitor,dropper
3,0,0,143,63312.218,14156.762,108089.687,25425.564,0,0,0,101.6,hancitor,dropper
0,0,0,0,103.923,0.0,390267.789,23884.0,0,40960,40960,158.18182,dridex,infostealer
1,0,0,806,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
1,0,0,753,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
3,0,0,429,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,323.42857,emotet,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,265.14286,hancitor,dropper
3,0,0,333,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
2,0,0,135,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,226.42857,hancitor,dropper
1,0,0,1228,20167.984,49446.678,35682.303,14514.265,64240,0,0,362.33333,hancitor,dropper
0,-54,-22044,91901,10505.831,352.259,14600.776,193.083,65535,0,65535,135.4,valak,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
3,0,0,449,52527.42,124299.329,76501.806,29731.133,64240,64240,64240,332.63636,emotet,dropper
2,0,0,1457,7300.594,748.246,126652.724,0.0,0,0,0,326.0,valak,infostealer
1,60,714,62033,585.557,3780.759,1942.904,2177.511,65535,1022,65535,137.42857,valak,infostealer
4,0,0,98,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,-2320,-2184,0,145989.565,12123.202,44028.884,57510.142,65535,0,65535,0.0,qakbot,
0,0,0,0,162036.817,12449.981,49696.879,0.0,65535,0,0,264.0,valak,infostealer
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,-754,-646,41071,608.227,10432.563,1968.046,1877.036,65535,65535,65535,269.14286,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
3,0,0,225,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
2,-108,588,75050,3473.245,3231.178,2685.501,1967.522,63011,64240,64240,113.8,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,2090.565,1320.28,1118.174,884.324,0,0,0,285.0,qakbot,Obama271
2,-120,596,65830,688.126,3020.57,1192.307,2799.17,63515,64240,64240,110.0,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,3086.515,6231.919,2142.534,0.0,0,0,0,388.28571,valak,infostealer
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
4,0,0,103,58623.177,73161.32,85116.838,31928.622,64240,0,64240,226.42857,emotet,dropper
2,0,0,314,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
2,0,0,161,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.75,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
3,0,0,295,2540.919,0.0,870868.469,0.0,0,0,0,827.56701,zloader,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
2,0,0,617,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,362.44444,emotet,dropper
1,0,0,3601,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,362.33333,hancitor,dropper
0,0,0,0,69352.093,96529.173,92753.442,6363.535,0,0,0,125.25,hancitor,dropper
0,0,0,0,72799.827,0.0,276560.776,0.0,0,0,0,490.6,hancitor,dropper
1,0,0,31722,58913.527,8937.62,89735.313,90927.512,0,0,0,318.61538,valak,infostealer
0,0,0,1,161920.77,6211.134,64626.731,0.0,65535,0,65535,385.71429,valak,infostealer
1,0,0,590,201446.169,0.0,888971.817,0.0,0,0,0,263.25,zloader,dropper
1,0,0,613,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,324.6,emotet,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
0,0,0,0,20041.71,63871.59,35509.941,14575.814,64240,64240,64240,226.42857,hancitor,dropper
0,0,0,0,63312.218,14156.762,108089.687,25425.564,0,0,0,127.0,hancitor,dropper
2,0,0,409,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,226.42857,emotet,dropper
2,0,0,756,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,360.66667,emotet,dropper
0,0,0,0,76945.915,5795.641,101411.779,1766.913,0,0,0,101.6,hancitor,dropper
3,-2320,-2184,78823,145989.565,12123.202,44028.884,57510.142,65535,0,65535,344.47619,qakbot,
1,0,0,869,1078433.723,44828.939,151477.829,0.0,65535,0,0,319.11111,zloader,dropper
2,0,0,705,75378.124,35618.589,107440.531,16736.176,64240,64240,64240,362.44444,emotet,dropper
0,0,0,0,20167.984,49446.678,35682.303,14514.265,64240,0,0,226.28571,hancitor,dropper
0,0,0,5459,76945.915,5795.641,101411.779,1766.913,0,0,0,101.6,hancitor,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,103.4,hancitor,dropper
0,0,0,60877,4585.569,2673.727,15206.537,60157.457,8192,64,8192,276.22222,valak,infostealer
1,0,0,80,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
3,-754,-646,109854,608.227,10432.563,1968.046,1877.036,65535,65535,65535,165.2,valak,infostealer
0,0,0,0,240.755,481.51,8522.051,0.0,0,0,0,156.55556,qakbot,Obama271
3,0,0,312,24120.54,261349.146,143592.174,0.0,64240,64240,64240,226.42857,emotet,dropper
0,0,0,0,198224.555,0.0,138375.14,0.0,0,0,0,129.25,hancitor,dropper
